SIZE,FUEL,DISTANCE,DESIBEL,AIRFLOW,FREQUENCY,STATUS
5.0,thinner,100.0,104.0,,27.0,0
5.0,thinner,100.0,,7.5,26.0,0
5.0,thinner,100.0,103.0,,25.0,0
5.0,thinner,100.0,104.0,,24.0,0
5.0,,100.0,103.0,6.5,23.0,0
,thinner,100.0,104.0,6.5,22.0,0
5.0,thinner,,,5.6,21.0,0
,thinner,100.0,94.0,6.0,,1
5.0,thinner,,,7.5,,1
5.0,thinner,100.0,,,18.0,1
5.0,thinner,100.0,,8.5,17.0,0
5.0,thinner,100.0,91.0,9.0,16.0,0
5.0,thinner,100.0,90.0,,,0
5.0,thinner,100.0,88.0,9.7,14.0,0
5.0,thinner,100.0,88.0,7.8,,0
5.0,thinner,,89.0,,12.0,0
5.0,,100.0,88.0,4.6,,0
5.0,,100.0,,5.6,10.0,0
5.0,thinner,100.0,89.0,5.2,9.0,0
5.0,thinner,100.0,90.0,5.8,8.0,0
,thinner,,89.0,7.1,7.0,0
5.0,,100.0,89.0,7.5,,0
5.0,thinner,,,7.0,5.0,0
5.0,thinner,100.0,86.0,6.5,4.0,0
,thinner,,85.0,3.7,3.0,0
5.0,thinner,100.0,79.0,3.0,2.0,0
5.0,thinner,100.0,75.0,,,0
5.0,thinner,110.0,108.0,0.0,75.0,0
,thinner,110.0,96.0,,72.0,0
5.0,thinner,110.0,96.0,0.0,70.0,0
5.0,thinner,110.0,96.0,0.0,68.0,0
5.0,,110.0,96.0,1.5,67.0,0
5.0,,110.0,96.0,1.9,66.0,0
5.0,,110.0,106.0,2.7,65.0,0
5.0,thinner,110.0,96.0,3.7,,0
5.0,,,95.0,3.4,55.0,0
5.0,thinner,110.0,108.0,4.2,,0
5.0,thinner,110.0,102.0,4.8,51.0,0
5.0,thinner,110.0,95.0,5.0,,0
5.0,,110.0,104.0,5.7,48.0,0
5.0,thinner,110.0,105.0,,47.0,0
5.0,thinner,,104.0,6.7,46.0,0
5.0,thinner,110.0,,6.8,45.0,0
5.0,thinner,110.0,105.0,7.4,44.0,0
5.0,thinner,110.0,106.0,7.1,42.0,0
5.0,thinner,110.0,106.0,7.7,,0
5.0,thinner,110.0,108.0,,38.0,0
5.0,thinner,,106.0,8.1,,0
5.0,,,,8.9,,0
,thinner,110.0,106.0,8.5,,0
5.0,thinner,110.0,104.0,8.7,33.0,0
5.0,thinner,,,8.8,32.0,0
5.0,,,106.0,10.6,30.0,0
,thinner,,,8.8,,0
5.0,,110.0,106.0,9.3,27.0,0
5.0,thinner,110.0,,,26.0,0
5.0,thinner,110.0,104.0,8.5,25.0,0
,thinner,110.0,106.0,,24.0,0
,thinner,110.0,104.0,7.3,23.0,0
5.0,,110.0,103.0,7.5,22.0,0
5.0,thinner,,92.0,6.5,21.0,0
5.0,thinner,110.0,95.0,6.1,,0
5.0,thinner,110.0,101.0,6.5,19.0,0
5.0,thinner,110.0,101.0,,18.0,0
,,110.0,100.0,,17.0,0
5.0,thinner,,100.0,7.7,16.0,0
5.0,thinner,110.0,92.0,8.5,15.0,0
5.0,,110.0,91.0,9.3,14.0,0
5.0,thinner,110.0,89.0,6.5,13.0,0
,thinner,110.0,91.0,6.1,,0
5.0,thinner,110.0,87.0,,11.0,0
5.0,thinner,110.0,92.0,4.9,10.0,0
,thinner,110.0,90.0,5.0,9.0,0
5.0,,110.0,,4.5,,0
5.0,thinner,110.0,92.0,7.0,,0
5.0,thinner,110.0,89.0,,,0
5.0,thinner,110.0,89.0,7.5,5.0,0
5.0,thinner,110.0,87.0,6.7,4.0,0
5.0,thinner,110.0,83.0,3.7,3.0,0
5.0,,110.0,79.0,,2.0,0
5.0,thinner,110.0,,,1.0,0
5.0,thinner,120.0,97.0,,75.0,0
5.0,thinner,120.0,96.0,,72.0,0
5.0,thinner,120.0,,0.0,,0
5.0,thinner,120.0,,0.0,68.0,0
5.0,thinner,120.0,96.0,1.5,67.0,0
,thinner,120.0,,1.9,66.0,0
5.0,thinner,120.0,96.0,2.2,65.0,0
5.0,thinner,120.0,95.0,3.3,60.0,0
,thinner,,95.0,3.6,55.0,0
5.0,,120.0,105.0,4.8,,0
5.0,thinner,,102.0,4.2,51.0,0
5.0,thinner,,103.0,5.0,50.0,0
5.0,thinner,120.0,,5.3,48.0,0
5.0,thinner,120.0,102.0,,47.0,0
5.0,thinner,120.0,102.0,5.8,,0
5.0,thinner,120.0,101.0,4.9,45.0,0
,thinner,120.0,,6.1,44.0,0
5.0,thinner,120.0,104.0,6.7,42.0,0
5.0,,120.0,102.0,7.0,,0
5.0,thinner,120.0,105.0,7.2,38.0,0
5.0,thinner,120.0,103.0,7.9,36.0,0
5.0,,,105.0,,35.0,0
5.0,thinner,120.0,103.0,8.2,34.0,0
5.0,thinner,120.0,103.0,8.5,33.0,0
5.0,thinner,120.0,,7.9,32.0,0
5.0,thinner,,104.0,,30.0,0
5.0,,120.0,,7.9,28.0,0
5.0,thinner,120.0,106.0,,27.0,0
5.0,thinner,120.0,,6.4,26.0,0
5.0,thinner,120.0,104.0,6.3,25.0,0
5.0,thinner,,103.0,,,0
5.0,thinner,120.0,104.0,5.6,23.0,0
5.0,thinner,120.0,105.0,5.0,22.0,0
5.0,thinner,120.0,,5.7,21.0,0
,thinner,120.0,92.0,5.7,20.0,0
5.0,thinner,120.0,104.0,6.5,19.0,0
5.0,thinner,120.0,101.0,,18.0,0
5.0,thinner,120.0,,7.9,17.0,0
,thinner,120.0,90.0,7.7,,0
5.0,thinner,120.0,101.0,8.6,15.0,0
,thinner,,89.0,9.0,14.0,0
5.0,thinner,120.0,88.0,8.3,13.0,0
5.0,,120.0,90.0,4.2,12.0,0
5.0,thinner,,89.0,4.0,,0
5.0,,120.0,92.0,,10.0,0
5.0,thinner,120.0,,3.9,9.0,0
5.0,,120.0,,4.0,8.0,0
5.0,thinner,120.0,87.0,7.0,7.0,0
5.0,thinner,,88.0,6.5,6.0,0
5.0,thinner,120.0,94.0,6.0,5.0,0
5.0,thinner,120.0,85.0,4.2,,0
5.0,thinner,120.0,84.0,2.5,3.0,0
5.0,thinner,120.0,78.0,1.4,2.0,0
,thinner,120.0,,0.0,,0
5.0,thinner,130.0,108.0,0.0,75.0,0
5.0,,,96.0,,,0
5.0,thinner,,96.0,0.0,70.0,0
5.0,thinner,,96.0,0.0,68.0,0
,thinner,130.0,,1.5,67.0,0
5.0,thinner,,,1.6,,0
5.0,thinner,130.0,96.0,1.9,65.0,0
,thinner,130.0,,3.4,60.0,0
5.0,thinner,130.0,95.0,,55.0,0
5.0,,130.0,105.0,3.7,,0
5.0,,130.0,103.0,3.7,51.0,0
5.0,thinner,130.0,94.0,,50.0,0
5.0,thinner,130.0,102.0,,48.0,0
5.0,,130.0,,,47.0,0
5.0,thinner,,97.0,5.7,46.0,0
,thinner,,,5.7,45.0,0
,thinner,130.0,103.0,5.2,44.0,0
5.0,thinner,,99.0,,42.0,0
,thinner,130.0,103.0,5.6,40.0,0
5.0,thinner,130.0,106.0,,38.0,0
5.0,thinner,130.0,105.0,6.3,,0
5.0,,,105.0,5.6,35.0,0
5.0,thinner,130.0,104.0,5.8,,0
5.0,,130.0,104.0,7.0,33.0,0
5.0,thinner,,92.0,8.3,32.0,0
5.0,thinner,130.0,96.0,7.8,30.0,0
5.0,thinner,130.0,,,28.0,0
5.0,thinner,130.0,96.0,6.3,,0
,thinner,130.0,92.0,6.5,26.0,0
5.0,thinner,130.0,96.0,6.1,,0
,thinner,130.0,96.0,4.8,24.0,0
5.0,thinner,130.0,,4.2,23.0,0
5.0,thinner,,96.0,4.2,22.0,0
5.0,thinner,130.0,92.0,3.7,21.0,0
5.0,thinner,130.0,92.0,4.2,,0
5.0,thinner,130.0,92.0,5.0,,0
5.0,thinner,130.0,89.0,5.3,,0
5.0,,130.0,,,17.0,0
5.0,thinner,,92.0,4.4,16.0,0
5.0,,130.0,89.0,4.5,,0
5.0,thinner,130.0,91.0,,14.0,0
5.0,thinner,,91.0,5.6,13.0,0
5.0,thinner,130.0,,5.0,12.0,0
5.0,thinner,130.0,92.0,4.6,11.0,0
5.0,thinner,130.0,91.0,4.0,10.0,0
5.0,thinner,130.0,90.0,3.3,9.0,0
5.0,thinner,,88.0,3.8,8.0,0
5.0,thinner,130.0,88.0,,7.0,0
5.0,thinner,,,4.9,6.0,0
,thinner,,86.0,4.5,5.0,0
5.0,,130.0,86.0,5.0,4.0,0
5.0,thinner,130.0,86.0,3.4,3.0,0
5.0,thinner,,,2.3,,0
5.0,thinner,130.0,74.0,0.0,,0
,,140.0,96.0,0.0,75.0,0
5.0,,140.0,109.0,0.0,72.0,0
5.0,thinner,140.0,96.0,0.0,,0
5.0,thinner,140.0,,0.0,,0
5.0,thinner,140.0,96.0,0.8,,0
5.0,,140.0,95.0,1.3,,0
5.0,thinner,140.0,96.0,,65.0,0
5.0,thinner,140.0,,,60.0,0
5.0,thinner,140.0,107.0,2.3,55.0,0
5.0,thinner,140.0,94.0,3.3,52.0,0
5.0,thinner,140.0,,3.7,51.0,0
5.0,thinner,140.0,95.0,,50.0,0
,,140.0,104.0,4.4,48.0,0
5.0,,140.0,93.0,4.3,47.0,0
5.0,,140.0,,4.8,46.0,0
5.0,,,93.0,4.6,45.0,0
5.0,,140.0,96.0,,44.0,0
5.0,,140.0,105.0,4.0,,0
5.0,,140.0,92.0,4.5,40.0,0
5.0,thinner,140.0,102.0,5.4,38.0,0
5.0,thinner,140.0,106.0,4.3,36.0,0
,thinner,,,5.2,35.0,0
,thinner,140.0,102.0,5.2,34.0,0
5.0,thinner,140.0,93.0,5.6,33.0,0
5.0,thinner,140.0,93.0,5.4,32.0,0
5.0,thinner,140.0,93.0,,,0
5.0,thinner,140.0,,5.3,28.0,0
5.0,,,,6.0,,0
,thinner,140.0,,6.4,,0
,thinner,,94.0,5.7,,0
,thinner,140.0,91.0,5.2,24.0,0
5.0,thinner,140.0,91.0,4.3,23.0,0
5.0,thinner,140.0,94.0,,22.0,0
,thinner,140.0,91.0,,,0
5.0,thinner,140.0,92.0,4.2,,0
5.0,thinner,140.0,90.0,,19.0,0
5.0,thinner,140.0,92.0,,18.0,0
5.0,thinner,140.0,86.0,5.4,,0
,thinner,,92.0,5.2,16.0,0
5.0,thinner,140.0,89.0,5.6,15.0,0
,thinner,140.0,,6.0,14.0,0
5.0,thinner,140.0,89.0,,13.0,0
,thinner,140.0,93.0,3.7,12.0,0
5.0,thinner,140.0,88.0,,11.0,0
5.0,thinner,140.0,90.0,3.2,10.0,0
5.0,thinner,140.0,90.0,2.7,,0
5.0,thinner,,90.0,2.9,8.0,0
5.0,thinner,140.0,89.0,4.4,7.0,0
,thinner,140.0,87.0,4.5,6.0,0
,thinner,140.0,87.0,4.8,5.0,0
5.0,thinner,140.0,,,4.0,0
5.0,thinner,140.0,86.0,4.6,3.0,0
5.0,thinner,140.0,82.0,2.1,2.0,0
5.0,thinner,140.0,,0.0,1.0,0
5.0,thinner,150.0,97.0,0.0,75.0,0
5.0,thinner,150.0,96.0,0.0,,0
5.0,,150.0,105.0,0.0,70.0,0
5.0,thinner,150.0,96.0,0.0,,0
5.0,,,96.0,,,0
5.0,thinner,150.0,96.0,1.0,66.0,0
5.0,thinner,150.0,96.0,,,0
5.0,,150.0,95.0,2.2,60.0,0
5.0,thinner,150.0,95.0,2.0,55.0,0
,thinner,150.0,95.0,3.2,52.0,0
5.0,thinner,150.0,,2.8,,0
5.0,thinner,150.0,94.0,3.1,50.0,0
5.0,thinner,150.0,102.0,3.7,48.0,0
5.0,thinner,150.0,94.0,3.8,47.0,0
5.0,,150.0,93.0,3.7,46.0,0
5.0,thinner,,94.0,,45.0,0
5.0,thinner,150.0,96.0,4.2,44.0,0
,thinner,150.0,105.0,4.3,42.0,0
5.0,thinner,,93.0,4.4,40.0,0
5.0,thinner,,103.0,4.2,38.0,0
,,150.0,105.0,,36.0,0
5.0,thinner,150.0,,4.8,35.0,0
,,150.0,92.0,4.5,34.0,0
5.0,thinner,150.0,93.0,4.5,,0
,thinner,150.0,96.0,,32.0,0
5.0,,150.0,89.0,5.6,30.0,0
5.0,thinner,150.0,92.0,5.0,28.0,0
5.0,thinner,150.0,93.0,,27.0,0
5.0,thinner,150.0,93.0,5.8,26.0,0
5.0,thinner,150.0,,4.8,25.0,0
5.0,thinner,150.0,92.0,4.5,,0
5.0,,150.0,91.0,4.3,,0
,thinner,150.0,93.0,4.0,22.0,0
5.0,,,90.0,,21.0,0
5.0,,150.0,90.0,,20.0,0
5.0,thinner,,,3.4,19.0,0
5.0,thinner,150.0,92.0,,18.0,0
5.0,thinner,150.0,86.0,4.5,17.0,0
5.0,thinner,,,,,0
5.0,thinner,150.0,90.0,,15.0,0
5.0,,150.0,93.0,6.3,14.0,0
,thinner,150.0,89.0,4.4,,0
5.0,thinner,150.0,,2.7,12.0,0
5.0,thinner,,90.0,,11.0,0
5.0,thinner,150.0,91.0,2.8,,0
5.0,thinner,150.0,91.0,2.3,9.0,0
5.0,thinner,150.0,91.0,2.8,8.0,0
5.0,,150.0,89.0,3.1,,0
5.0,thinner,150.0,88.0,4.3,,0
5.0,,150.0,85.0,4.8,5.0,0
5.0,thinner,150.0,86.0,5.2,4.0,0
5.0,thinner,150.0,85.0,3.7,3.0,0
5.0,thinner,150.0,79.0,2.2,2.0,0
5.0,,150.0,74.0,0.0,1.0,0
5.0,thinner,160.0,97.0,0.0,75.0,0
5.0,thinner,,,0.0,72.0,0
5.0,,160.0,96.0,0.0,70.0,0
5.0,thinner,160.0,96.0,0.0,68.0,0
,,160.0,,,67.0,0
5.0,thinner,,96.0,1.0,66.0,0
,thinner,160.0,105.0,1.5,,0
5.0,,160.0,95.0,2.5,60.0,0
,thinner,160.0,94.0,1.9,55.0,0
5.0,thinner,160.0,94.0,2.7,52.0,0
5.0,thinner,160.0,,2.7,51.0,0
5.0,thinner,160.0,93.0,,50.0,0
5.0,,,102.0,,48.0,0
5.0,thinner,160.0,94.0,,,0
5.0,thinner,160.0,94.0,3.6,46.0,0
5.0,thinner,160.0,95.0,,45.0,0
,thinner,160.0,97.0,,44.0,0
5.0,thinner,160.0,105.0,3.7,42.0,0
5.0,thinner,160.0,95.0,4.0,40.0,0
5.0,thinner,160.0,102.0,4.2,38.0,0
5.0,thinner,160.0,,4.4,36.0,0
5.0,thinner,160.0,,4.4,,0
5.0,thinner,160.0,91.0,4.8,,0
,thinner,,93.0,,33.0,0
,thinner,160.0,93.0,5.8,32.0,0
5.0,,,94.0,,30.0,0
5.0,,160.0,92.0,6.3,28.0,0
,thinner,160.0,94.0,6.5,,0
,thinner,160.0,92.0,,26.0,0
5.0,thinner,160.0,93.0,4.9,25.0,0
5.0,thinner,,92.0,5.7,24.0,0
5.0,thinner,,92.0,4.2,23.0,0
5.0,thinner,,,,,0
5.0,thinner,,90.0,,21.0,0
5.0,thinner,160.0,91.0,3.3,20.0,0
5.0,thinner,160.0,91.0,,19.0,0
5.0,thinner,160.0,93.0,3.9,18.0,0
5.0,thinner,160.0,87.0,4.0,17.0,0
5.0,thinner,160.0,92.0,3.4,16.0,0
5.0,thinner,160.0,90.0,4.4,15.0,0
,thinner,,93.0,5.6,,0
5.0,thinner,160.0,90.0,4.0,13.0,0
5.0,thinner,160.0,93.0,2.3,12.0,0
5.0,thinner,,,2.2,11.0,0
,,160.0,91.0,,10.0,0
5.0,thinner,160.0,,2.1,9.0,0
5.0,,160.0,91.0,,8.0,0
,thinner,160.0,90.0,2.9,7.0,0
5.0,thinner,160.0,89.0,,,0
5.0,thinner,160.0,88.0,3.2,5.0,0
5.0,thinner,,86.0,3.3,4.0,0
5.0,thinner,160.0,84.0,3.1,3.0,0
5.0,thinner,,78.0,1.4,2.0,0
5.0,thinner,160.0,74.0,0.0,1.0,0
5.0,thinner,170.0,102.0,0.0,,0
5.0,thinner,170.0,97.0,0.0,72.0,0
5.0,thinner,170.0,108.0,0.0,,0
5.0,thinner,170.0,,0.0,68.0,0
5.0,thinner,170.0,96.0,0.0,67.0,0
,,170.0,96.0,0.0,66.0,0
,,170.0,105.0,1.3,65.0,0
5.0,thinner,170.0,95.0,2.2,60.0,0
5.0,thinner,170.0,94.0,1.7,,0
5.0,,170.0,94.0,2.3,,0
,thinner,170.0,,,51.0,0
5.0,thinner,,94.0,2.7,50.0,0
5.0,thinner,,,2.8,48.0,0
5.0,thinner,,,3.2,47.0,0
5.0,thinner,170.0,95.0,,46.0,0
5.0,,,96.0,3.4,45.0,0
5.0,thinner,170.0,,,44.0,0
5.0,thinner,170.0,106.0,,,0
5.0,thinner,170.0,96.0,3.2,40.0,0
5.0,thinner,170.0,101.0,3.4,38.0,0
5.0,thinner,170.0,103.0,,36.0,0
5.0,thinner,170.0,95.0,3.7,,0
,thinner,170.0,,,34.0,0
5.0,thinner,170.0,93.0,4.2,33.0,0
,thinner,170.0,94.0,3.7,32.0,0
5.0,thinner,170.0,94.0,3.7,30.0,0
5.0,thinner,,93.0,4.2,28.0,0
,thinner,170.0,97.0,4.4,27.0,0
5.0,thinner,170.0,96.0,4.6,,0
5.0,thinner,170.0,94.0,4.2,25.0,0
5.0,thinner,170.0,94.0,4.3,24.0,0
5.0,,170.0,92.0,4.2,23.0,0
5.0,thinner,170.0,92.0,3.8,22.0,0
5.0,thinner,,91.0,3.7,21.0,0
5.0,thinner,170.0,92.0,3.9,,0
5.0,thinner,170.0,92.0,3.6,19.0,0
5.0,,170.0,93.0,3.6,,0
5.0,thinner,170.0,88.0,4.2,,0
5.0,thinner,170.0,94.0,3.3,,0
,thinner,170.0,,,15.0,0
5.0,thinner,170.0,92.0,3.3,14.0,0
5.0,thinner,170.0,,2.8,,0
5.0,thinner,,93.0,2.2,12.0,0
5.0,thinner,170.0,92.0,1.3,11.0,0
5.0,,,,,10.0,0
,thinner,170.0,,2.1,9.0,0
,thinner,170.0,91.0,2.2,,0
5.0,thinner,,91.0,,,0
5.0,thinner,170.0,86.0,3.1,6.0,0
,thinner,170.0,85.0,3.3,,0
5.0,,170.0,84.0,3.6,4.0,0
5.0,thinner,170.0,,2.0,3.0,0
5.0,thinner,170.0,78.0,1.4,2.0,0
5.0,thinner,170.0,76.0,0.0,1.0,0
,thinner,,104.0,,,0
5.0,thinner,180.0,,0.0,72.0,0
5.0,thinner,180.0,96.0,,70.0,0
5.0,thinner,180.0,97.0,,68.0,0
5.0,thinner,180.0,96.0,0.0,67.0,0
5.0,thinner,180.0,104.0,0.0,,0
5.0,,180.0,105.0,1.1,,0
5.0,,180.0,95.0,2.1,60.0,0
5.0,thinner,180.0,,1.5,55.0,0
5.0,,,103.0,,52.0,0
5.0,thinner,180.0,102.0,2.5,,0
,,180.0,95.0,2.7,50.0,0
,thinner,180.0,,2.7,48.0,0
5.0,,,94.0,2.5,47.0,0
5.0,thinner,180.0,94.0,2.6,46.0,0
5.0,,,,,45.0,0
5.0,thinner,180.0,101.0,,,0
5.0,thinner,180.0,101.0,3.2,42.0,0
5.0,thinner,180.0,94.0,,,0
5.0,thinner,180.0,97.0,,38.0,0
5.0,thinner,180.0,102.0,3.6,36.0,0
5.0,,180.0,93.0,,35.0,0
5.0,,180.0,93.0,3.6,34.0,0
5.0,thinner,,93.0,4.0,,0
5.0,thinner,180.0,,3.9,32.0,0
,thinner,180.0,92.0,3.8,30.0,0
5.0,thinner,,94.0,3.8,28.0,0
5.0,thinner,180.0,98.0,3.7,,0
5.0,,180.0,95.0,3.8,26.0,0
5.0,thinner,180.0,,3.9,25.0,0
,thinner,180.0,93.0,3.6,24.0,0
,thinner,180.0,92.0,3.2,,0
5.0,thinner,180.0,91.0,3.2,22.0,0
5.0,thinner,180.0,91.0,2.9,,0
5.0,,180.0,,3.2,20.0,0
5.0,thinner,,91.0,2.5,19.0,0
5.0,thinner,180.0,92.0,4.4,18.0,0
5.0,thinner,180.0,,,17.0,0
,thinner,180.0,102.0,3.2,16.0,0
5.0,thinner,180.0,88.0,3.6,15.0,0
,,180.0,,3.3,14.0,0
5.0,thinner,180.0,90.0,2.9,13.0,0
5.0,thinner,,93.0,2.2,12.0,0
,thinner,,92.0,1.7,,0
5.0,thinner,180.0,92.0,,10.0,0
,thinner,180.0,,2.2,,0
,thinner,180.0,,2.1,8.0,0
5.0,,180.0,,2.8,7.0,0
5.0,thinner,180.0,,3.3,,0
5.0,thinner,180.0,87.0,2.8,,0
5.0,thinner,180.0,85.0,1.6,,0
5.0,thinner,180.0,83.0,1.6,3.0,0
5.0,thinner,,80.0,1.4,2.0,0
5.0,thinner,180.0,,0.0,1.0,0
5.0,thinner,190.0,104.0,,75.0,0
,thinner,190.0,105.0,0.0,72.0,0
,thinner,190.0,96.0,0.0,70.0,0
,thinner,190.0,,0.0,68.0,0
5.0,thinner,,96.0,0.0,67.0,0
5.0,thinner,190.0,96.0,0.0,66.0,0
5.0,thinner,190.0,96.0,1.0,65.0,0
5.0,thinner,190.0,95.0,,60.0,0
5.0,thinner,190.0,94.0,,55.0,0
5.0,,190.0,94.0,2.5,52.0,0
5.0,thinner,190.0,102.0,2.5,51.0,0
5.0,thinner,,,2.6,50.0,0
5.0,,190.0,93.0,2.3,48.0,0
5.0,thinner,190.0,94.0,2.6,47.0,0
5.0,thinner,190.0,102.0,2.6,,0
,thinner,190.0,93.0,,45.0,0
,thinner,,97.0,2.8,44.0,0
5.0,thinner,190.0,103.0,3.2,42.0,0
5.0,,190.0,94.0,2.9,,0
5.0,thinner,190.0,96.0,2.9,38.0,0
,thinner,190.0,,2.7,,0
5.0,,,93.0,2.7,35.0,0
5.0,,190.0,95.0,2.9,34.0,0
5.0,thinner,190.0,95.0,2.2,33.0,0
5.0,,,92.0,2.6,32.0,0
5.0,thinner,190.0,,2.2,30.0,0
5.0,thinner,190.0,97.0,,28.0,0
5.0,,190.0,100.0,3.2,27.0,0
5.0,thinner,190.0,96.0,2.9,26.0,0
5.0,thinner,190.0,102.0,2.9,25.0,0
5.0,thinner,,,3.1,24.0,0
5.0,thinner,190.0,,3.2,23.0,0
5.0,,190.0,90.0,,22.0,0
,thinner,190.0,90.0,2.6,21.0,0
,thinner,190.0,91.0,2.5,20.0,0
,thinner,190.0,,2.0,19.0,0
,thinner,190.0,92.0,,18.0,0
5.0,thinner,190.0,92.0,2.7,17.0,0
,thinner,190.0,96.0,2.6,16.0,0
5.0,thinner,,90.0,3.6,15.0,0
5.0,thinner,190.0,94.0,2.9,14.0,0
5.0,thinner,190.0,91.0,3.3,13.0,0
5.0,,,93.0,,12.0,0
5.0,,190.0,92.0,1.4,11.0,0
5.0,thinner,,91.0,1.6,10.0,0
5.0,thinner,190.0,92.0,2.0,,0
5.0,thinner,190.0,91.0,1.9,8.0,0
5.0,thinner,190.0,91.0,1.6,7.0,0
,thinner,190.0,,2.5,6.0,0
,thinner,,86.0,2.2,5.0,0
5.0,thinner,190.0,84.0,,,0
5.0,thinner,190.0,80.0,,3.0,0
5.0,thinner,,76.0,0.4,,0
5.0,thinner,190.0,72.0,0.0,,0
1.0,kerosene,10.0,,0.0,75.0,0
1.0,kerosene,10.0,96.0,0.0,72.0,0
1.0,kerosene,10.0,,,70.0,1
1.0,kerosene,10.0,96.0,3.2,,1
1.0,kerosene,,109.0,4.5,,1
1.0,kerosene,10.0,109.0,7.8,66.0,1
1.0,kerosene,10.0,103.0,9.7,65.0,1
1.0,kerosene,10.0,95.0,,60.0,1
,kerosene,10.0,102.0,13.3,55.0,1
1.0,kerosene,10.0,93.0,15.4,,1
1.0,kerosene,10.0,93.0,15.1,51.0,1
1.0,kerosene,10.0,,15.2,,1
1.0,kerosene,10.0,110.0,15.4,48.0,1
1.0,kerosene,,111.0,15.2,,1
1.0,kerosene,10.0,109.0,15.4,46.0,1
1.0,kerosene,10.0,105.0,15.2,,1
1.0,kerosene,10.0,111.0,,44.0,1
1.0,,10.0,110.0,15.7,42.0,1
,kerosene,10.0,106.0,15.4,40.0,1
1.0,,10.0,111.0,15.5,38.0,1
,kerosene,10.0,110.0,,36.0,1
1.0,kerosene,10.0,103.0,,35.0,1
1.0,kerosene,10.0,109.0,,34.0,1
1.0,kerosene,,108.0,14.9,33.0,1
1.0,kerosene,10.0,110.0,,32.0,1
1.0,kerosene,10.0,109.0,17.0,30.0,1
1.0,kerosene,,108.0,15.5,28.0,1
1.0,kerosene,,108.0,,27.0,1
,kerosene,10.0,107.0,15.5,26.0,1
1.0,kerosene,10.0,,16.6,25.0,1
1.0,,,,15.2,,1
1.0,kerosene,,108.0,15.4,23.0,1
1.0,,10.0,108.0,15.4,,1
1.0,kerosene,,,15.2,21.0,1
1.0,,10.0,,15.7,20.0,1
,kerosene,10.0,108.0,15.2,19.0,1
1.0,kerosene,,106.0,15.1,,1
,kerosene,,105.0,14.5,,1
,kerosene,10.0,105.0,13.8,16.0,1
,,10.0,106.0,14.4,15.0,1
1.0,kerosene,10.0,106.0,12.3,14.0,1
1.0,kerosene,10.0,93.0,11.9,13.0,1
1.0,kerosene,10.0,90.0,11.9,12.0,1
,kerosene,,92.0,12.5,11.0,1
1.0,kerosene,10.0,105.0,,,1
,kerosene,10.0,91.0,12.9,9.0,1
1.0,kerosene,,105.0,12.9,8.0,1
1.0,kerosene,10.0,,12.3,7.0,1
1.0,kerosene,,90.0,11.8,,1
1.0,kerosene,,90.0,11.0,5.0,1
1.0,kerosene,10.0,88.0,,4.0,1
,kerosene,10.0,85.0,6.0,3.0,1
1.0,kerosene,10.0,83.0,3.1,2.0,1
1.0,,10.0,75.0,,1.0,0
1.0,kerosene,20.0,,0.0,75.0,0
1.0,kerosene,,96.0,0.0,,0
1.0,kerosene,20.0,,,70.0,1
1.0,kerosene,20.0,107.0,1.1,68.0,1
1.0,kerosene,20.0,96.0,4.0,67.0,1
,kerosene,20.0,105.0,6.5,66.0,1
1.0,kerosene,20.0,104.0,7.5,65.0,1
1.0,,,95.0,9.0,60.0,1
1.0,kerosene,,103.0,12.0,55.0,1
1.0,kerosene,20.0,110.0,15.0,52.0,1
1.0,kerosene,20.0,112.0,14.6,51.0,1
,kerosene,20.0,113.0,15.2,50.0,1
1.0,kerosene,20.0,111.0,14.9,48.0,1
,,20.0,110.0,15.5,47.0,1
,kerosene,20.0,95.0,16.0,46.0,1
1.0,,,95.0,16.3,45.0,1
1.0,kerosene,,92.0,16.0,44.0,1
1.0,kerosene,20.0,92.0,,42.0,1
1.0,kerosene,20.0,104.0,15.5,,1
1.0,kerosene,20.0,90.0,,38.0,1
1.0,kerosene,20.0,90.0,,36.0,1
1.0,kerosene,20.0,91.0,15.0,,1
1.0,kerosene,20.0,108.0,15.2,34.0,1
1.0,kerosene,20.0,108.0,,33.0,1
1.0,kerosene,,90.0,,,1
1.0,kerosene,20.0,105.0,13.5,,1
,kerosene,20.0,,13.3,28.0,1
,kerosene,20.0,88.0,13.3,,1
1.0,kerosene,,106.0,12.8,26.0,1
1.0,kerosene,20.0,106.0,,25.0,1
1.0,kerosene,,106.0,13.3,24.0,1
1.0,kerosene,20.0,,13.8,23.0,1
1.0,kerosene,20.0,91.0,13.6,22.0,1
1.0,kerosene,20.0,92.0,13.2,21.0,1
1.0,,20.0,106.0,13.2,20.0,1
1.0,kerosene,20.0,92.0,13.5,19.0,1
,,,90.0,13.2,,1
1.0,,,89.0,12.8,17.0,1
1.0,kerosene,20.0,,12.3,16.0,1
,kerosene,20.0,105.0,12.3,15.0,1
1.0,kerosene,20.0,93.0,11.5,14.0,1
,,20.0,91.0,11.2,13.0,1
1.0,kerosene,20.0,91.0,11.9,12.0,1
1.0,kerosene,,91.0,,11.0,1
1.0,kerosene,20.0,105.0,12.3,10.0,1
1.0,kerosene,20.0,92.0,12.0,9.0,1
1.0,kerosene,,91.0,12.2,8.0,1
,kerosene,20.0,90.0,11.5,7.0,1
