หมายเลขทางหลวง,หมายเลขตอนควบคุม,ชื่อตอน,รถยนต์นั่งไม่เกิน 7 คน,รถยนต์นั่งเกิน  7 คน,รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก,รถบรรทุกขนาดกลาง,รถบรรทุกขนาดใหญ่,รถบรรทุกพ่วง,รถบรรทุกกึ่งพ่วง,รวม,รถจักรยานยนต์,จังหวัด
1281,100,บางระกำ - บ่อทอง,9548319,8175645,131777,49416,93342,17905156,1427581,1010288,422784,197665,38961973,15588083,พิษณุโลก
1285,100,ทุ่งมะส้าน - ห้วยผึ้ง,1335900,0,197100,38325,16425,678900,186150,0,0,0,2452800,2058600,แม่ฮ่องสอน
1286,100,ตลิ่งชัน - เขาแม่แก่,1891248,756499,109956,4398,0,3223917,290285,822473,747703,255099,8101578,3241510,พิจิตร
1287,100,สันมะเกลือ - เมืองปาน,4680016,4300031,1426881,1256276,1182605,4951433,2276031,1706054,1151586,1074038,24004951,3858008,ลำปาง
1288,100,หนองหลวง - เปิ่งเคลิ่ง,10956518,1141870,652497,0,0,8156217,217499,217499,0,0,21342100,13675257,ตาก
1289,101,วังสำโรง - บางลาย,6748777,1554243,0,20586,0,3684894,202429,144102,219584,233308,12807923,1983118,พิจิตร
1289,102,บางลาย - บึงนาราง,10286859,2369063,0,31378,0,5616719,308553,219648,334702,355621,19522543,3022778,พิจิตร
1290,101,แม่สาย - กิ่วกาญน์,41418561,5955610,2950734,757987,1434761,76123525,2219818,1055767,839200,514348,133270311,41905838,เชียงราย
1290,102,กิ่วกาญน์ - เชียงของ,4564026,4233599,61955,68839,55071,18524575,1177147,1418083,1307941,681506,32092742,3435066,เชียงราย
1292,100,ห้วยข้าวก่ำ - น้ำจุน,1876823,620939,4669,9337,0,3632260,200755,37350,84037,93374,6559544,3445512,พะเยา
1292,200,พวงพยอม - แม่ลอยไร่,14527860,18034584,829950,792565,762657,21406723,1562698,1405681,785088,598162,60705968,14273641,พะเยา
1293,100,สุโขทัย - ท่าฉนวน,20597452,23164141,54805,45671,100475,328829,356231,310560,146146,100475,45204785,21766620,สุโขทัย
1293,200,ท่าฉนวน - บางระกำ,4365081,1497937,23405,0,0,12685651,1170263,1064939,889400,1076642,22773318,5242778,พิษณุโลก
1294,100,เมืองเก่า - อุทยานแห่งชาติศรีสัชนาลัย,29346699,1965265,0,56690,18897,4969853,1039323,18897,37794,0,37453418,29611254,สุโขทัย
1295,100,กกไม้แดง - เนินมะปราง,21621962,3748333,0,78912,65760,7825467,1157380,210433,92064,144672,34944983,8680350,พิษณุโลก
1296,100,ท่างาม - โป่งแค,21837668,14324709,0,33391,0,29450800,3873348,2437538,4190562,1502592,77650608,21470368,พิษณุโลก
1298,100,บ้านใหม่ - หนองลาว,1890037,143492,10146,4348,0,2681418,150739,37685,31887,1449,4951201,778336,พะเยา
1299,100,เวียงชัย - บ้านปง,1370064,1105731,16754,16754,20477,4962759,537974,368577,336932,40953,8776975,2125833,เชียงราย
1300,100,ฆะมัง - โพธิ์ประทับช้าง,3170875,1117063,13194,0,0,3610664,532144,109947,109947,373820,9037654,2942185,พิจิตร
1301,100,หนองขนาก - หนองระมาน,591316,196344,6849,2283,0,851587,95889,25114,9132,25114,1803628,253421,พิจิตร
1301,200,หนองระมาน - วังโป่ง,5956171,795450,103473,142276,25868,2961918,601438,756647,310419,342755,11996415,5548746,เพชรบูรณ์
1303,100,ปลายนา - หนองตูม,10405895,10220901,554981,84789,53956,15847792,1418285,1672651,1248707,1418285,42926242,13334961,พิษณุโลก
1304,100,หัวดง - ยางสามต้น,4944062,1085282,40196,8039,0,6624239,554700,361761,217056,112548,13947883,6720709,พิจิตร
1305,100,หนองอ้อ - สารจิตร,5368791,3217905,11232,2808,0,803072,188132,75815,235867,14040,9917662,3046620,สุโขทัย
1306,100,ห้วยสัก - บ้านดอน,11293061,9666770,307062,204708,187649,18986673,9814614,7011251,6243596,5970652,69686036,17059005,เชียงราย
1308,100,เตว็ดใน - วังทองแดง,5922701,2119510,27526,4588,0,1137746,793670,298200,408304,399129,11111374,4807894,สุโขทัย
1309,100,ป่าแดง - หนองตม,5554661,5915573,101507,129703,107146,7534038,1246274,253766,231209,157899,21231776,5176832,พิษณุโลก
1310,100,ทับยายเชียง - พรหมพิราม,5976017,5378416,96755,108137,39840,6271972,1986314,648825,261806,176435,20944517,5355650,พิษณุโลก
1311,100,คีรีมาศ - หนองบัว,3902405,2355272,43216,95075,34573,220402,172864,138291,172864,99397,7234359,4351851,สุโขทัย
1312,100,สามง่าม - กำแพงดิน,3780597,1937055,0,0,0,2281049,1128836,1168913,868335,430828,11595613,2959019,พิจิตร
1312,200,กำแพงดิน - สามแยกกำแพงดิน,904267,123434,1829,0,0,409618,106976,26515,92347,18287,1683273,811006,พิษณุโลก
1313,101,บางมูลนาก - บางไผ่,2619788,1317833,47633,5293,0,2042905,386353,354598,275210,10585,7060198,4212830,พิจิตร
1313,102,บางไผ่ - ตะพานหิน,953241,479509,17332,1926,0,743336,140579,129025,100138,3851,2568937,1532889,พิจิตร
1314,100,ท่าตอน - แม่แหลง,2379884,1131896,87069,0,0,18255451,96743,0,0,0,21951043,10254785,เชียงใหม่
1317,101,ดอนจั่น - สันกลางใต้,47982090,5058379,1777069,229815,749663,1344477,2423499,1471059,395724,43013,61474788,18607608,เชียงใหม่
1317,102,สันกลางใต้ - ห้วยแก้ว,17255501,8038658,233182,0,0,10395028,3240009,625911,110455,73637,39972381,8296386,เชียงใหม่
1318,101,ศรีสำโรง - ปากน้ำ,1602350,2628000,259150,0,91250,1470950,467200,266450,357700,226300,7369350,1430800,สุโขทัย
1318,102,ปากน้ำ - ศรีนคร,3251489,5332738,525867,0,185165,2984852,948042,540680,725845,459208,14953886,2903379,สุโขทัย
1319,100,คีรีมาศ - อุทยานแห่งชาติรามคำแหง,9191138,3432679,211043,124903,25842,447928,206736,86140,30149,30149,13786707,14131267,สุโขทัย
1322,100,แม่จา - รินหลวง,26574978,85463249,846636,47035,0,33065858,8137117,517389,0,0,154652262,150513152,เชียงใหม่
1324,100,ศรีสำโรง - ทุ่งป่ากระถิน,101835,32850,4380,0,0,497130,20805,10950,22995,5475,696420,314265,สุโขทัย
1324,200,ทุ่งป่ากระถิน - พญาแมน,310325,100105,13347,0,0,1514921,63400,33368,70073,16684,2122223,957670,อุตรดิตถ์
1326,100,ร่องบัวทอง - สบเปา,3418555,2840342,491988,517348,628933,9844830,537636,649221,659365,562996,20151214,3088872,เชียงราย
1327,100,บ้านด่านลานหอย - ทุ่งเสลี่ยม,3755084,12701978,261223,0,0,5959154,3608145,2089786,14204012,4995894,47575276,10334643,สุโขทัย
1328,100,แสงภา - นาปอ,3474800,1824270,130305,10859,0,3485659,1389920,325763,86870,0,10728446,5147048,เลย
1329,100,นาป้อใต้ - บ้านเอื้อม,10583719,9160920,1882961,2004612,1644946,13757248,2602294,2168578,1676681,1687260,47169219,13566836,ลำปาง
1330,101,หัวฝาย - แม่ทุเลา,1043900,18250,14600,0,0,36500,21900,0,0,3650,1138800,1708200,สุโขทัย
1330,102,แม่ทุเลา - ท่าแพ,1834654,32074,25660,0,0,64149,38489,0,0,6415,2001441,3002162,สุโขทัย
1331,100,พรานกระต่าย - ลานไผ่,3569926,2009302,751050,146308,58523,11109686,1463084,1385053,1092436,712034,22297402,12494739,กำแพงเพชร
1332,100,นาไผ่ล้อม - ถ้ำแม่ย่า,8213818,855490,95054,22366,0,2147111,257206,89463,27957,0,11708465,12021585,สุโขทัย
1333,100,แม่สะนาน - ผักเฮือก,4464233,1268782,516911,626559,0,501247,720543,344607,0,0,8442882,4511225,น่าน
1334,100,ผาบือ - ดอยช้างมูบ,570352,485406,145622,0,0,48541,0,0,0,0,1249921,667434,เชียงราย
1335,101,ห้วยเดื่อ - หัวทุ่ง,5804960,6365600,3737600,2855760,2207520,9326480,3445600,2832400,2201680,2190000,40967600,7965760,ลำปาง
1335,102,หัวทุ่ง - แจ้ห่ม,9145714,10029003,5888589,4499250,3477948,14693869,5428543,4462446,3468747,3450345,64544454,12550055,ลำปาง
1337,100,หางปอน - ประตูเมือง,171240,15567,0,0,108971,1727965,0,0,0,0,2023743,2911076,แม่ฮ่องสอน
1338,100,ขาแหย่ง - ป่าเมี่ยง,163199,113530,28382,14191,0,539266,0,0,0,0,858568,1206252,เชียงราย
1339,101,ห้วยมุ่น - น้ำปาด,20987381,13837646,564453,496034,530244,13735018,7645770,5405063,2548590,4755087,70505286,13119251,อุตรดิตถ์
1339,102,น้ำปาด - ปากนาย,7826266,7424429,191351,114811,95676,16532748,7213942,6716429,172216,0,46287868,12514372,อุตรดิตถ์
1340,100,ทางเข้าแม่ละนา,109633,0,16175,3145,1348,55715,15277,0,0,0,201293,168942,แม่ฮ่องสอน
1341,100,ทางเข้าเขื่อนดิน,89619,505016,50865,0,0,1547747,82958,0,0,0,2276205,1357609,อุตรดิตถ์
1342,100,ห้วยขึม - ปากห้วยอ้อย,5727416,4223798,703966,464755,0,5952958,628786,396408,293889,0,18391976,12186136,แพร่
1343,100,บุญเริง - ต้นหนุน,187902,0,293597,0,0,450182,336658,227048,0,0,1495387,2810701,แพร่
1344,100,น้อยซุ้มขี้เหล็ก - คลองตาลัด,6851459,1998342,994249,29532,29532,10867831,1240350,295322,98441,68908,22473966,10227968,พิษณุโลก
1345,100,ทุ่งบานเย็น - ผาแดงบน,10673797,3158033,458709,8821,0,19159907,1049737,176426,70571,0,34756001,24046918,พะเยา
1346,101,พร้าว - แดนดิน,8454909,11849546,2951071,706084,561247,20204879,5675833,1638478,488828,126733,52657608,15841639,เชียงใหม่
1346,102,แดนดิน - ไชยปราการ,4205125,5893478,1467742,351177,279141,10049078,2822926,814912,243123,63032,26189734,7878981,เชียงใหม่
1347,100,วัดโคก - สระบัว,4505350,1294131,48217,9643,0,364517,254583,28930,30859,13501,6549731,5826482,สุโขทัย
1348,100,ทางเข้าโรงไฟฟ้าแม่เมาะ,6245049,6848192,4020957,3072262,2374878,10033544,3706820,3047131,2368595,2356029,44073457,8569664,ลำปาง
1349,100,สะเมิง - วัดจันทร์,3712511,769259,1204058,0,0,22709865,367906,0,0,0,28763599,23345339,เชียงใหม่
1350,100,ทางเข้าโครงการพระราชดำริศูนย์ภูฟ้าพัฒนา,620218,284409,140491,0,0,0,82239,0,0,0,1127357,397488,น่าน
1351,100,หนองบัวใต้ - เชิงสะพานกิตติขจร,348236,165827,2073,2073,0,675744,103642,33165,16583,26947,1374290,482971,ตาก
1352,100,ทางเข้าดอนไชย,1170966,103998,19053,0,0,150836,26198,7145,14290,7145,1499631,500141,ลำปาง
1353,100,ทางเข้าแม่ใจ,1266915,104390,13049,7118,10676,2538575,90155,26098,42705,8304,4107985,2867166,พะเยา
1354,100,ทางเข้าพาน,1489054,1601299,52502,50691,38924,1519831,131254,122202,109529,127633,5242919,1907256,เชียงราย
1355,101,ทางเข้าแม่สอด,461064,511461,32542,48669,33982,387916,90139,90715,17855,14975,1689318,560131,ตาก
1355,102,ทางวงเวียนเข้าแม่สอด,392109,434969,27675,41391,28900,329901,76658,77148,15185,12736,1436672,476360,ตาก
1356,100,ทางเข้าสะพานข้ามแม่น้ำโขงที่เชียงของ,2604545,462988,188625,150519,211488,5894998,201962,194341,196246,78117,10183829,1716675,เชียงราย
1357,100,ทางเข้าเขื่อนภูมิพล,5548183,5553676,609751,126345,71412,6657819,395514,197757,10987,16480,19187924,5482264,ตาก
1358,100,ทางเข้าดอยอ่างขาง,8594,0,1011,0,2022,61169,506,0,0,0,73302,97566,เชียงใหม่
1359,100,ทางเข้าเชียงดาว,6560231,1546863,498201,320521,445942,26394216,470330,156777,66195,34839,36494115,7887606,เชียงใหม่
1360,100,ทางเข้าเวียงฝาง,295104,327361,20829,31151,21750,248286,57694,58062,11428,9585,1081250,358512,เชียงใหม่
1361,100,สวนดอกคำ - ม่วงงาม,2580754,2041518,978550,809716,758032,3984836,1018175,704625,601257,661555,14139018,3826339,ลำปาง
1362,100,นิคมดอยเต่า - ท่าน้ำ,59174,64809,0,0,0,205699,50720,1409,0,0,381811,287416,เชียงใหม่
1363,100,ทางเข้ากองพันสัตว์ต่าง,59123,3753,399,0,0,29894,764,0,0,399,94332,45903,เชียงใหม่
1364,100,โรงเรียนนวมินทราชูทิศ - กองพันพัฒนาที่ 3,630859,40049,4253,0,0,318974,8152,0,0,4253,1006540,489802,เชียงใหม่
1365,100,สนามกีฬาสมโภชเชียงใหม่ 700 ปี - ศาลจังหวัดเชียงใหม่,3023142,1857689,29416,66186,4796,212947,31654,2878,6075,0,5234783,850828,เชียงใหม่
1366,100,หนองฮ่อ - ศูนย์พัฒนาปิโตรเลียมภาคเหนือ,4002067,533563,80969,17993,692,1851207,65744,8997,2076,0,6563308,2164701,เชียงใหม่
1367,100,สันทรายน้อย - มหาวิทยาลัยแม่โจ้,24907454,953189,1144785,316133,282604,27656854,1609405,474200,129327,143697,57617648,25970811,เชียงใหม่
1368,100,บ้านกล้วย - คลองยาง,2707022,1264198,78680,25518,0,140348,110577,77617,12759,0,4416719,3921248,สุโขทัย
1369,100,ชุมชนแม่ย่า - หรรษา,882826,412286,25660,8322,0,45771,36062,25313,4161,0,1440401,1278814,สุโขทัย
1370,100,ทางเข้าสวรรคโลก,13162630,306418,5329,13323,23981,8467781,325069,66613,45297,50626,22467067,8251957,สุโขทัย
1371,100,ตีนตก - บ้านมอน,2180209,322565,16542,0,0,969349,463170,193539,0,0,4145374,2343973,น่าน
1372,100,หนองบัว - ไร่สีทอง,277159,0,0,0,0,1856265,83846,2329,4658,2329,2226586,1027118,สุโขทัย
1373,100,คลองยาง - บ้านเหมือง,1680170,838206,45105,0,3759,2480788,127798,71417,124039,127798,5499080,1898179,สุโขทัย
1374,101,ตะพานหิน - คลองคูณ,10732752,6485904,68328,47304,21024,1482192,701676,441504,170820,249660,20401164,3006432,พิจิตร
1374,102,คลองคูณ - สี่แยกบางมูลนาก,23038150,13922173,146668,101539,45129,3181566,1506167,947701,366670,535902,43791665,6453390,พิจิตร
1375,100,หนองกระทุ่ม - ดงเย็น,1718165,1137377,56466,274261,4033,5622351,681619,391225,697752,282328,10865577,3190301,กำแพงเพชร
1375,200,ดงเย็น - ดงทอง,382574,276938,28550,32833,0,1630222,205562,242678,254098,179867,3233322,1254786,นครสวรรค์
1376,100,ทางเข้าอนามัยทับหมัน,574364,132276,0,1752,0,313608,17228,12264,18688,19856,1090036,168776,พิจิตร
1377,100,ทางเข้าสองคอน,130375,85327,8656,4593,4770,51938,34625,8480,8656,9893,347313,102109,อุตรดิตถ์
1378,100,สามัคคีใหม่ - ห้วยปู,66047,61329,0,0,0,217011,0,0,0,0,344387,235881,เชียงราย
1379,100,ทางเข้าสถานีรถไฟเด่นชัย,255474,131792,12718,7557,0,369572,34653,12903,10875,10507,846051,316670,แพร่
1380,100,ทางเข้าหมวดการทางพิจิตร,725486,266860,40609,17726,12570,539844,58980,48344,59947,27073,1797439,1058094,พิจิตร
1381,100,ทางเข้าสถานีรถไฟตะพานหิน,46039,15287,533,178,0,66303,7466,1955,711,1955,140427,19731,พิจิตร
1382,100,ทางเข้าหน้าพระธาตุ,16034,881,168,0,0,0,1553,420,42,0,19098,20400,อุตรดิตถ์
1383,100,ทางเข้าบึงหลัก,82342,27778,441,1653,0,116623,7606,6283,2094,0,244820,196540,อุตรดิตถ์
1384,100,บ้านใหม่ - น้ำตกขุนกรณ์,2274370,758123,0,0,0,7800798,269279,202995,0,0,11305565,5799850,เชียงราย
1385,100,แม่ต๋ำน้อย -ชมภู,3438798,611286,249042,198731,279229,7783205,266651,256589,259105,103139,13445775,2266538,เชียงราย
1386,100,ทางเข้าท่าอากาศยานพิษณุโลก,2286667,258486,0,0,3241,162060,39705,810,0,0,2750969,697668,พิษณุโลก
1387,100,ห้วยไคร้ - ห้วยน้ำขุ่น,112790,73045,22558,38671,0,756233,13965,0,0,0,1017262,1034450,เชียงราย
1388,100,ห้วยน้ำขุ่น - พระตำหนักดอยตุง,323616,209580,64723,110954,0,2169770,40067,0,0,0,2918710,2968024,เชียงราย
1389,100,สถานีเพาะเลี้ยงสัตว์ป่าดอยตุง - วัดพระธาตุดอยตุง,45667,38865,11660,0,0,3887,0,0,0,0,100079,53440,เชียงราย
1390,100,ทางเข้าพระธาตุดอยตุง,44080,40623,17286,0,0,0,0,0,0,0,101989,12965,เชียงราย
1391,100,แม่ทะ - สถานีรถไฟแม่ทะ,1256621,129722,84171,0,0,889240,76249,16834,5941,3961,2462739,781303,ลำปาง
1393,100,บ้านจว๊าก - แม่ทะ,700799,72344,46941,0,0,495916,42523,9388,3313,2209,1373433,435721,ลำปาง
1394,100,ทางเข้าตลาดแม่มาลัย,66919,4248,451,0,0,33836,865,0,0,451,106770,51956,เชียงใหม่
1395,100,ทางเข้าปาย,1333521,1479284,94121,140765,98286,1121957,260707,262373,51642,43312,4885968,1620049,แม่ฮ่องสอน
1396,100,สะเมิง - ดอยซาง,21452010,2860021,434011,96447,3709,9922899,352402,48223,11128,0,35180850,11603300,เชียงใหม่
1397,100,ทางเข้าโรงเรียนปริยัติธรรม,19820,9089,4490,0,0,0,2628,0,0,0,36027,12702,น่าน
1398,100,สบมาย - เขื่อนกิ่วลม,367429,290657,139319,115282,107923,567333,144960,100320,85603,94188,2013014,544767,ลำปาง
1399,100,ทางเข้าผาบ่อง,427393,535754,105611,33553,4400,186469,160616,19802,9351,11001,1493950,803080,แม่ฮ่องสอน
1400,100,แยกทางหลวง - ป่ามะม่วง,502436,112880,18253,12969,2882,630686,28820,5284,24978,11048,1350236,430385,ตาก
1401,100,ทางเข้าพบพระ,5625211,507681,71944,61085,58370,1194543,123527,124884,101808,63799,7932852,7786247,ตาก
1402,100,ทางเดิมม่อนหินเหล็กไฟ,6054778,546450,77438,65749,62827,1285764,132960,134421,109582,68671,8538640,8380841,ตาก
1403,100,ทางเข้าน้ำอ่าง,260952,135767,326,4558,1302,436114,49000,30930,20186,8465,947600,446696,อุตรดิตถ์
1404,100,หนองช้าง - ศรีสัชนาลัย,2898331,25291,0,0,0,20233,106222,106222,5058,0,3161357,1795650,สุโขทัย
1405,100,ทางเลี่ยงสนามบินแพร่,1062608,682681,37844,0,0,1450698,105370,54169,46749,0,3440119,1227342,แพร่
1408,100,ทางเข้านิคมสหกรณ์สวรรคโลก,266468,85958,11461,0,0,1300824,54440,28653,60170,14326,1822300,822327,สุโขทัย
1409,100,ทางเข้าสะพานมิตรภาพแม่สายแห่งที่ 2 (ไทย/พม่า),1085875,187975,138700,169725,120450,3724825,146000,98550,82125,178850,5933075,930750,เชียงราย
1410,100,ไชยเจริญ - บ้านด้าย,8999942,3837058,17194,27701,23880,6231757,26746,24835,15283,16238,19220634,6434261,เชียงราย
1411,100,หนองคอก - ธารทหาร,1170343,325798,6326,0,0,1635318,161318,56936,9489,0,3365528,2891064,นครสวรรค์
1412,100,คอกควายใหญ่ - พนมรอก,667617,1208617,0,0,0,1122287,155394,155394,46043,0,3355352,1502139,นครสวรรค์
1413,100,ทางเข้าสุโขทัย,97575,45568,2836,920,0,5059,3986,2798,460,0,159202,141343,สุโขทัย
1414,100,ดงป่าลัน - หนองมะจับ,6216968,3841474,1163105,1017941,575280,3298452,1012565,543918,464167,223123,18356993,3226766,เชียงใหม่
1415,100,ทางเข้าทุ่งเสลี่ยม,78017,0,11511,2238,959,39648,10871,0,0,0,143244,120222,สุโขทัย
1417,100,ทางเข้าห้วยค้อนก้อม,54861,0,8094,1574,675,27880,7645,0,0,0,100729,84540,เชียงราย
1418,100,ทางเข้าท่าอากาศยานแม่ฟ้าหลวง เชียงราย,7530315,1203332,103441,218270,6643,3520790,85410,21827,6643,6643,12703314,4465045,เชียงราย
1419,100,ทางเข้าเด่นชัย,3194695,1648057,159043,94504,0,4621475,433335,161348,135994,131384,10579835,3959947,แพร่
1420,100,ทางเข้าเมืองแพร่,140637,72551,7001,4160,0,203447,19076,7103,5987,5784,465746,174325,แพร่
1422,100,ทางเข้าแม่หล่าย,231409,256703,16333,24427,17056,194695,45241,45530,8961,7516,847871,281130,แพร่
1424,100,ทางเข้าหัวสนามบิน,231912,192236,11489,9351,8683,312467,29791,14828,11222,6680,828659,287753,แพร่
1425,100,ถนนรอบด่านสะพานมิตรภาพ 4 ที่เชียงของ,0,0,0,0,0,0,0,0,0,0,0,0,เชียงราย
2005,100,หล่มเก่า - วังบาล,1461898,108624,221774,108624,13578,3233827,90520,49786,9052,0,5297683,3577803,เพชรบูรณ์
2007,100,นายม - ถ้ำน้ำบัง,2697984,1946139,35268,6412,6412,944214,307791,240462,171530,157102,6513314,2802184,เพชรบูรณ์
2008,100,หล่มสัก - น้ำก้อ,2348780,1537975,181212,39495,0,1596056,325252,23232,2323,0,6054325,2327871,เพชรบูรณ์
2009,100,ห้วยเม็ก - ท่าคันโท,5931476,5538663,5165491,5244054,5263694,9800684,7149197,6010039,5538663,5165491,60807452,8995418,กาฬสินธุ์
2012,100,บ้านสามแยก - วิเชียรบุรี,10377972,7211232,1095876,428364,136656,9271584,733212,541368,302220,241776,30340260,6456996,เพชรบูรณ์
2013,101,บ้านแยง - น้ำเทิน,9742319,21803885,288059,517030,546574,6832180,1632337,664753,125564,118178,42270879,6241288,พิษณุโลก
2013,102,น้ำเทิน - บ่อโพธิ์,53669226,2733155,372703,62117,217410,450349,1894573,450349,621172,139764,60610818,28278837,พิษณุโลก
2013,200,บ่อโพธิ์ - โคกงาม,25638288,23695994,219131,99605,239052,16414879,1623559,816760,627511,219131,69593910,26843507,เลย
2014,100,โป่งชี - ด่านซ้าย,1966328,1716756,34033,0,22688,2423877,249572,56721,204196,45377,6719548,2234807,เลย
2016,100,วังสะพุง - ตาวตาด,34998646,3287811,778180,758726,194545,56534777,2256722,389090,175091,175091,99548679,32119380,เลย
2016,200,ตาวตาด - ตาดกลอย,1444989,1502789,38533,0,0,2992734,244043,51377,25689,192665,6492819,1920230,เพชรบูรณ์
2019,100,โป่งวัว - อุทยานแห่งชาติภูกระดึง,7754681,925932,468478,292110,314156,694449,614532,228727,112986,13779,11419830,6611044,เลย
2020,100,ท่าบ่อ - บ้านว่าน,4323179,1649444,851171,654007,567447,12209734,1649444,769420,605918,442417,23722181,9699501,หนองคาย
2020,200,บ้านว่าน - บ้านผือ,7465757,3042882,438147,282898,279448,1342042,824545,500247,662396,413998,15252360,4829972,อุดรธานี
2021,101,ดงไร่ - หนองหัวคู,18074800,10220000,861400,854100,467200,12760400,2525800,1679000,1343200,737300,49523200,12410000,อุดรธานี
2021,102,หนองหัวคู - บ้านผือ,20400123,11534803,972219,963980,527305,14402025,2850744,1895003,1516003,832154,55894359,14006547,อุดรธานี
2022,100,นิคม - บ้านดุง,21811620,6128135,0,0,612813,50613853,3949242,2065408,1497988,1066749,87745808,15411124,อุดรธานี
2023,101,น้ำฆ้อง - ศรีธาตุ,111363129,14259505,9207872,521200,1443324,171234341,11747053,7965010,8085287,8152107,343978828,88697598,อุดรธานี
2023,102,ศรีธาตุ - วังสามหมอ,10843070,4154570,931197,581998,501414,25885479,1128181,886428,1253534,868520,47034391,11729498,อุดรธานี
2025,100,ห้วยเกิ้ง - กุมภวาปี,10608152,4236002,269611,243687,347383,27464018,2810175,2421313,2597597,1902831,52900769,10789621,อุดรธานี
2026,100,หนองหิ้ง - เหล่าหลวง,16005615,17669650,1132230,548960,480340,17601030,3448155,7342340,3842720,2847730,70918770,31359340,บึงกาฬ
2027,100,ทางเข้าท่าอุเทน,1485456,1647826,104845,156803,109484,1249787,290411,292266,57525,48247,5442650,1804629,นครพนม
2028,100,กุสุมาลย์ - โพนจาน,1957130,602980,178850,25550,5110,4711420,332150,260610,894250,449680,9417730,4747190,สกลนคร
2028,200,โพนจาน - โนนศิวิลัย,3722881,1146997,340211,48602,9720,8962130,631820,495736,1701055,855388,17914540,9030173,นครพนม
2030,100,ทางเลี่ยงองค์พระธาตุ,40115,36969,15732,0,0,0,0,0,0,0,92816,11799,นครพนม
2031,100,ธาตุน้อย - นาเหนือ,9192898,8044834,0,0,159221,15260044,1081025,779343,100560,108940,34726865,18980779,นครพนม
2032,101,ท่าดอกแก้ว - ปฏิรูป,5232640,1624980,1604540,1379700,991340,12887420,1849820,1533000,1533000,1073100,29709540,7317520,นครพนม
2032,102,ปฏิรูป - ศรีสงคราม,600632,186524,184178,158370,113792,1479292,212333,175967,175967,123177,3410232,839947,นครพนม
2033,101,นาแก - นาเหนือ,12289678,6032738,5498105,3714842,3814871,18501777,7450380,10516763,5215266,4152897,77187317,17146222,นครพนม
2033,102,นาเหนือ - คำพอก,23486655,6768907,92363,0,79169,38449502,1966018,1754902,1438228,738906,74774650,37420311,นครพนม
2033,103,คำพอก - หนองญาติ,7317571,2108940,28777,0,24666,11979439,612538,546762,448098,230216,23297007,11658782,นครพนม
2034,101,มุกดาหาร - นาสีนวน,28427295,24000210,659555,52195,14235,7312045,1157780,621595,42705,14235,62301850,22695335,มุกดาหาร
2034,102,นาสีนวน - บุ่งเขียว,3538465,1596846,743985,508087,580671,26565707,671401,562525,508087,471795,35747569,16422107,มุกดาหาร
2034,200,บุ่งเขียว - หนองผือ,22737686,19542695,1730620,820048,1256696,4323888,1357871,910572,660298,883948,54224322,8120602,อุบลราชธานี
2037,100,ภูเขียว - เกษตรสมบูรณ์,18195790,8157524,0,7645,76453,11292093,1681964,795110,764529,802755,41773863,8386883,ชัยภูมิ
2038,100,กุดฉิม - ห้วยน้ำเงิน,13272322,3759411,53379,61005,38128,1952148,838814,735868,518539,423220,21652834,8189873,ขอนแก่น
2038,200,ห้วยน้ำเงิน - เมืองใหม่,25563768,7240987,102813,117501,73438,3760026,1615636,1417353,998757,815162,41705441,15774482,ขอนแก่น
2039,100,น้ำพอง - น้ำอ้อม,57531039,63611917,1186513,771233,889885,33963929,12043105,5517285,3900661,3307404,182722971,46674447,ขอนแก่น
2039,201,น้ำอ้อม - กุดโดน,44667563,17077504,1071123,578752,0,6435377,3083798,5407444,7065958,751514,86139033,18787846,กาฬสินธุ์
2039,202,กุดโดน - ไทยเจริญ,10433617,7436778,48103,38483,0,12641560,9149257,8254535,3728010,274189,52004532,8004397,กาฬสินธุ์
2040,101,มหาสารคาม - วาปีปทุม,232955633,150278619,741184,727200,881030,24179391,15522917,4265306,1566276,992907,432110463,123512076,มหาสารคาม
2040,102,วาปีปทุม - พยัคฆภูมิพิสัย,45935711,8188287,1335678,972722,856576,103021431,4311917,2772984,1829298,1669598,170894202,31693318,มหาสารคาม
2041,100,สี่แยกสมเด็จ - แยกดงแหลม,15715627,17484102,3756259,3005007,3088998,14633078,10662176,7456524,6854589,5781372,88437732,15682964,กาฬสินธุ์
2043,100,ร้อยเอ็ด - ยางเฌอ,15949989,10415826,80556,161111,225555,22201096,765277,378611,330278,225555,50733854,10762215,ร้อยเอ็ด
2043,200,ยางเฌอ - มหาชนะชัย,100183378,26642786,3995256,4111398,3762974,17212122,9686174,5063755,4134626,3786202,178578671,47803708,ร้อยเอ็ด
2044,101,ร้อยเอ็ด - หนองดง,49436675,54168009,1846374,1442480,1223223,10524334,6058416,669311,346195,346195,126061212,31896118,ร้อยเอ็ด
2044,102,หนองดง - โพนทอง,15646385,2350768,0,703472,304838,43257653,2256972,914513,1705919,1395219,68535739,8476835,ร้อยเอ็ด
2045,100,ร้อยเอ็ด - หนองคูโคก,16090988,8406808,622462,228951,200332,20605622,1352244,844258,744092,815639,49911396,10095324,ร้อยเอ็ด
2045,200,หนองคูโคก - วาปีปทุม,15858852,9313363,570206,487051,380137,3623183,1383937,1247325,1021619,605844,34491517,4508191,มหาสารคาม
